Gene_symbol	Ensembl gene ID	Chrom	CDS_Begin	CDS_End	Essential	Non-essential	Overexpressed_in_the_brain	Exon_number	CDS_length	GC%
APOH	ENSG00000091583	17	64208151	64252643	Y	N	N	8	1038	42.88
BPTF	ENSG00000171634	17	65821640	65980494	Y	N	N	30	9141	40.86
PRKAR1A	ENSG00000108946	17	66508110	66528908	Y	N	Y	12	1146	39.14
KCNJ2	ENSG00000123700	17	68164814	68176160	Y	N	N	2	1284	42.04
SOX9	ENSG00000125398	17	70117161	70122561	Y	N	Y	3	1530	53.34
RPL38	ENSG00000172809	17	72199721	72206794	Y	N	N	5	213	48.98
SLC9A3R1	ENSG00000109062	17	72744791	72765492	Y	N	N	6	1077	56.2
SLC25A19	ENSG00000125454	17	73269073	73285591	Y	N	N	6	963	50.69
GRB2	ENSG00000177885	17	73314157	73401790	Y	N	N	5	654	44.22
LLGL2	ENSG00000073350	17	73521161	73571289	Y	N	N	26	3063	56.06
ITGB4	ENSG00000132470	17	73717408	73753899	Y	N	N	40	5469	57.98
FOXJ1	ENSG00000129654	17	74132425	74137380	Y	N	N	3	1266	63.96
JMJD6	ENSG00000070495	17	74708919	74722866	Y	N	N	7	1245	48.79
SRSF2	ENSG00000161547	17	74730197	74733456	Y	N	N	5	666	49.23
TK1	ENSG00000167900	17	76170161	76183285	Y	N	N	8	705	53.17
BIRC5	ENSG00000089685	17	76210277	76221715	Y	N	N	5	498	49.26
SOCS3	ENSG00000184557	17	76352864	76356158	Y	N	N	2	678	62.34
CBX2	ENSG00000173894	17	77751931	77761782	Y	N	N	5	1599	58.13
CCDC40	ENSG00000141519	17	78010435	78074412	Y	N	N	20	3429	50.67
RPTOR	ENSG00000141564	17	78518619	78940171	Y	N	N	34	4008	49.12
BAHCC1	ENSG00000171282	17	79373540	79433357	Y	N	N	32	7827	63.3
ACTG1	ENSG00000184009	17	79476997	79490873	Y	N	N	6	1152	61.09
HGS	ENSG00000185359	17	79650356	79670168	Y	N	N	22	2334	60.6
GCGR	ENSG00000215644	17	79762008	79771889	Y	N	N	12	1572	65.98
PCYT2	ENSG00000185813	17	79858841	79869340	Y	N	N	14	1224	64.46
MAFG	ENSG00000197063	17	79876146	79885590	Y	N	N	3	489	60.3
RFNG	ENSG00000169733	17	80005778	80009707	Y	N	N	8	996	67.12
FASN	ENSG00000169710	17	80036214	80056208	Y	N	N	43	7536	66.65
CSNK1D	ENSG00000141551	17	80196899	80231607	Y	N	Y	9	1284	55.31
THOC1	ENSG00000079134	18	214520	268050	Y	N	N	21	1974	37.31
ADCYAP1	ENSG00000141433	18	904944	912173	Y	N	N	5	531	52.82
SMCHD1	ENSG00000101596	18	2655737	2805015	Y	N	N	48	6018	36.8
TGIF1	ENSG00000177426	18	3411606	3459976	Y	N	N	3	1206	43.85
LAMA1	ENSG00000101680	18	6941743	7117813	Y	N	N	63	9228	43.14
NDUFV2	ENSG00000178127	18	9102628	9134343	Y	N	N	9	759	37.35
TWSG1	ENSG00000128791	18	9334765	9402418	Y	N	N	5	672	38.45
GNAL	ENSG00000141404	18	11689265	11885684	Y	N	Y	12	1377	44.12
AFG3L2	ENSG00000141385	18	12328943	12377251	Y	N	N	17	2394	44.65
MC2R	ENSG00000185231	18	13882043	13915535	Y	N	N	2	894	42.77
ROCK1	ENSG00000067900	18	18529701	18691812	Y	N	N	33	4065	36.87
MIB1	ENSG00000101752	18	19284918	19450918	Y	N	N	21	3021	38.64
GATA6	ENSG00000141448	18	19749404	19782491	Y	N	N	6	1788	44.76
RBBP8	ENSG00000101773	18	20378224	20606451	Y	N	N	19	2709	37.83
LAMA3	ENSG00000053747	18	21269562	21535027	Y	N	Y	75	10002	42.45
SS18	ENSG00000141380	18	23596578	23671181	Y	N	N	11	1257	35.16
CDH2	ENSG00000170558	18	25530930	25757410	Y	N	Y	16	2721	37.22
DSC3	ENSG00000134762	18	28569974	28622781	Y	N	N	16	2691	36.2
DSG4	ENSG00000175065	18	28956740	28994875	Y	N	N	15	3180	36.91
DSG3	ENSG00000134757	18	29027758	29058665	Y	N	N	16	3000	37.45
DSG2	ENSG00000046604	18	29078006	29128971	Y	N	N	15	3357	39.27
MEP1B	ENSG00000141434	18	29765032	29800367	Y	N	N	15	2106	39.49
ZNF24	ENSG00000172466	18	32912178	32924426	Y	N	N	4	1107	39.11
GALNT1	ENSG00000141429	18	33161003	33291794	Y	N	N	13	1680	38.52
CELF4	ENSG00000101489	18	34823010	35146000	Y	N	Y	13	1461	52.35
PIK3C3	ENSG00000078142	18	39535199	39661444	Y	N	N	25	2664	35.24
SMAD2	ENSG00000175387	18	45357922	45457515	Y	N	N	11	1404	36.57
SMAD7	ENSG00000101665	18	46446223	46477081	Y	N	N	4	1281	52.06
CXXC1	ENSG00000154832	18	47808713	47814692	Y	N	N	15	1983	59.3
SMAD4	ENSG00000141646	18	48494410	48611415	Y	N	Y	11	1659	40.04
DCC	ENSG00000187323	18	49866542	51057784	Y	N	N	29	4344	37.02
TCF4	ENSG00000196628	18	52889562	53332018	Y	N	Y	21	2322	37.78
FECH	ENSG00000066926	18	55215515	55254004	Y	N	N	11	1290	42.66
RAX	ENSG00000134438	18	56934267	56941318	Y	N	N	3	1041	55.88
LMAN1	ENSG00000074695	18	56995055	57026503	Y	N	N	13	1533	36.91
BCL2	ENSG00000171791	18	60790579	60987361	Y	N	Y	2	720	42.74
SERPINB5	ENSG00000206075	18	61143994	61172318	Y	N	N	7	1128	41.84
RTTN	ENSG00000176225	18	67671029	67873181	Y	N	N	49	6681	36.78
TSHZ1	ENSG00000179981	18	72922710	73001905	Y	N	N	2	3234	44.58
SALL3	ENSG00000256463	18	76740275	76762677	Y	N	N	3	3903	46.05
NFATC1	ENSG00000131196	18	77155772	77289325	Y	N	N	10	2832	56.89
BSG	ENSG00000172270	19	571305	583493	Y	N	N	7	1299	62.56
KISS1R	ENSG00000116014	19	917342	921014	Y	N	N	5	1197	69.59
ARID3A	ENSG00000116017	19	926037	972781	Y	N	N	9	1782	58.98
GPX4	ENSG00000167468	19	1103936	1106786	Y	N	N	7	594	69.62
STK11	ENSG00000118046	19	1205798	1228434	Y	N	N	10	1302	62.19
GAMT	ENSG00000130005	19	1397089	1401552	Y	N	N	5	810	64.22
DAZAP1	ENSG00000071626	19	1407584	1435683	Y	N	N	12	1224	58.73
MBD3	ENSG00000071655	19	1576678	1592710	Y	N	N	6	876	57.86
TCF3	ENSG00000071564	19	1609293	1652326	Y	N	N	15	1977	59.39
AP3D1	ENSG00000065000	19	2100993	2151556	Y	N	N	32	3648	57.28
DOT1L	ENSG00000104885	19	2164148	2232577	Y	N	N	28	4614	59.45
LMNB2	ENSG00000176619	19	2427636	2456994	Y	N	N	12	1863	59.78
S1PR4	ENSG00000125910	19	3178736	3180329	Y	N	N	1	1155	68.13
FZR1	ENSG00000105325	19	3506295	3536755	Y	N	N	13	1491	60.48
PIP5K1C	ENSG00000186111	19	3630182	3700463	Y	N	Y	17	2103	60.55
PIAS4	ENSG00000105229	19	4007748	4039383	Y	N	N	11	1533	59.31
ZBTB7A	ENSG00000178951	19	4045217	4066816	Y	N	Y	3	1755	62.5
SIRT6	ENSG00000077463	19	4174106	4182596	Y	N	N	8	1068	57.88
CHAF1A	ENSG00000167670	19	4402660	4443394	Y	N	N	15	2871	50.72
UHRF1	ENSG00000034063	19	4909510	4962162	Y	N	N	17	2418	53.17
PTPRS	ENSG00000105426	19	5205519	5340814	Y	N	N	38	5850	54.06
SAFB	ENSG00000160633	19	5623150	5668488	Y	N	N	21	2748	47.31
MLLT1	ENSG00000130382	19	6210393	6279959	Y	N	N	12	1680	55.57
VAV1	ENSG00000141968	19	6772722	6857371	Y	N	N	27	2538	47.4
INSR	ENSG00000171105	19	7112266	7294011	Y	N	N	22	4149	47.44
PNPLA6	ENSG00000032444	19	7599038	7626653	Y	N	Y	34	4128	55.83
XAB2	ENSG00000076924	19	7684412	7694451	Y	N	N	19	2568	60.83
MAP2K7	ENSG00000076984	19	7968728	7979363	Y	N	N	11	1386	63.14
ELAVL1	ENSG00000066044	19	8023458	8070529	Y	N	N	6	1062	52.2
ANGPTL4	ENSG00000167772	19	8429011	8439257	Y	N	N	7	1221	55.56
ANGPTL6	ENSG00000130812	19	10203013	10213425	Y	N	N	6	1413	53.55
DNMT1	ENSG00000130816	19	10244023	10305755	Y	N	N	41	4899	50.38
S1PR2	ENSG00000175898	19	10332109	10341948	Y	N	N	2	1062	56.77
KEAP1	ENSG00000079999	19	10596796	10614054	Y	N	N	6	1875	53.88
ILF3	ENSG00000129351	19	10764937	10803093	Y	N	N	20	2697	50.9
DNM2	ENSG00000079805	19	10828729	10942586	Y	N	N	21	2613	53
CARM1	ENSG00000142453	19	10982253	11033448	Y	N	N	16	1827	54.25
SMARCA4	ENSG00000127616	19	11071598	11172958	Y	N	Y	36	5040	52.77
EPOR	ENSG00000187266	19	11487881	11495018	Y	N	Y	8	1527	57.07
ECSIT	ENSG00000130159	19	11616733	11639987	Y	N	N	8	1296	50.88
WDR83	ENSG00000123154	19	12777614	12786646	Y	N	N	11	948	55.04
ASNA1	ENSG00000198356	19	12848306	12859137	Y	N	N	7	1047	53.62
DNASE2	ENSG00000105612	19	12986023	12992335	Y	N	N	6	1083	52.68
KLF1	ENSG00000105610	19	12995236	12998017	Y	N	N	3	1089	61.57
CALR	ENSG00000179218	19	13049414	13055304	Y	N	N	9	1254	53.01
GADD45GIP1	ENSG00000179271	19	13064972	13068050	Y	N	N	2	669	54.86
DAND5	ENSG00000179284	19	13080432	13085567	Y	N	N	2	570	52.43
NFIX	ENSG00000008441	19	13106584	13209610	Y	N	N	11	1509	55.23
CACNA1A	ENSG00000141837	19	13317256	13734804	Y	N	Y	47	7521	47.45
CC2D1A	ENSG00000132024	19	14016956	14041693	Y	N	Y	29	2856	53.92
RFX1	ENSG00000132005	19	14072343	14117134	Y	N	N	21	2940	56.23
PRKACA	ENSG00000072062	19	14202509	14228574	Y	N	N	10	1056	53.12
BRD4	ENSG00000141867	19	15348301	15443356	Y	N	N	20	4089	50.31
AP1M1	ENSG00000072958	19	16308665	16346156	Y	N	N	13	1308	53
KLF2	ENSG00000127528	19	16435651	16438337	Y	N	N	3	1068	67.1
SIN3B	ENSG00000127511	19	16940218	16991164	Y	N	N	20	3489	52.97
USE1	ENSG00000053501	19	17326155	17330638	Y	N	N	8	780	55.26
UNC13A	ENSG00000130477	19	17712137	17799401	Y	N	N	45	5376	52.22
LSM4	ENSG00000130520	19	18417720	18434001	Y	N	N	5	420	56.22
ELL	ENSG00000105656	19	18553475	18632937	Y	N	N	12	1866	55.52
FKBP8	ENSG00000105701	19	18642568	18654383	Y	N	Y	9	1326	56.27
CRLF1	ENSG00000006016	19	18704037	18717660	Y	N	N	9	1269	59.92
UPF1	ENSG00000005007	19	18942744	18979038	Y	N	N	24	3357	55.16
GDF1	ENSG00000130283	19	18979361	19006953	Y	N	N	8	1119	56.95
GATAD2A	ENSG00000167491	19	19496639	19619740	Y	N	N	14	1962	50.87
NDUFA13	ENSG00000186010	19	19626596	19644285	Y	N	N	5	684	54.38
TSHZ3	ENSG00000121297	19	31765851	31840453	Y	N	N	2	3246	46.88
SLC7A10	ENSG00000130876	19	33699570	33716756	Y	N	N	11	1572	57.8
CEBPA	ENSG00000245848	19	33790840	33793470	Y	N	N	1	1077	65.94
CEBPG	ENSG00000153879	19	33864609	33873591	Y	N	N	2	453	43.78
GPI	ENSG00000105220	19	34855645	34893318	Y	N	N	18	1710	52.61
SCN1B	ENSG00000105711	19	35521592	35531352	Y	N	Y	3	807	55.67
LGI4	ENSG00000153902	19	35615417	35633355	Y	N	N	9	1614	55.73
LSR	ENSG00000105699	19	35739559	35758865	Y	N	N	10	1950	54.03
USF2	ENSG00000105698	19	35759896	35770718	Y	N	N	10	1041	57.32
ETV2	ENSG00000105672	19	36132647	36135773	Y	N	N	6	1113	64.89
MLL4	ENSG00000105663	19	36208921	36229779	Y	N	N	37	8148	59.77
PSENEN	ENSG00000205155	19	36236494	36237903	Y	N	N	4	306	54.33
NPHS1	ENSG00000161270	19	36316283	36342895	Y	N	N	29	3726	50.82
CAPNS1	ENSG00000126247	19	36630918	36641254	Y	N	N	11	807	53.7
SPINT2	ENSG00000167642	19	38755098	38783253	Y	N	N	7	759	50.27
RYR1	ENSG00000196218	19	38924340	39078204	Y	N	N	106	15117	52.14
ACTN4	ENSG00000130402	19	39138310	39222223	Y	N	N	21	2736	53
PAK4	ENSG00000130669	19	39616420	39670046	Y	N	N	9	1776	56.22
DLL3	ENSG00000090932	19	39989557	39999118	Y	N	N	8	1857	56.82
FBL	ENSG00000105202	19	40325094	40337054	Y	N	N	9	966	48.36
PSMC4	ENSG00000013275	19	40477073	40487351	Y	N	N	11	1257	50.1
LTBP4	ENSG00000090006	19	41099072	41135725	Y	N	N	34	4872	56.57
TGFB1	ENSG00000105329	19	41836813	41859831	Y	N	N	7	1173	52.41
RPS19	ENSG00000105372	19	42363988	42375482	Y	N	N	6	438	53.29
ATP1A3	ENSG00000105409	19	42470734	42498384	Y	N	Y	22	3680	55.86
POU2F2	ENSG00000028277	19	42592650	42700737	Y	N	N	13	1833	51.32
ERF	ENSG00000105722	19	42751717	42759309	Y	N	N	4	1647	64.09
XRCC1	ENSG00000073050	19	44047464	44079730	Y	N	N	17	1902	50.55
RELB	ENSG00000104856	19	45504695	45541452	Y	N	N	12	1740	51.25
ERCC2	ENSG00000104884	19	45854246	45873876	Y	N	N	23	2283	56.44
PPP1R13L	ENSG00000104881	19	45882892	45909607	Y	N	N	13	2487	53.44
ERCC1	ENSG00000012061	19	45910591	45982086	Y	N	N	8	972	52.1
GPR4	ENSG00000177464	19	46093025	46105466	Y	N	N	2	1089	53.01
NOVA2	ENSG00000104967	19	46437010	46476804	Y	N	N	4	1479	50.93
PTGIR	ENSG00000160013	19	47123726	47128354	Y	N	N	3	1161	59.02
FKRP	ENSG00000181027	19	47249303	47261832	Y	N	N	4	1488	54.92
ARHGAP35	ENSG00000160007	19	47421933	47508323	Y	N	Y	6	4500	47.96
NAPA	ENSG00000105402	19	47990891	48018497	Y	N	N	11	888	55.52
LIG1	ENSG00000105486	19	48618703	48673601	Y	N	N	28	2760	51.4
RASIP1	ENSG00000105538	19	49223843	49243970	Y	N	N	12	2892	53.67
BCAT2	ENSG00000105552	19	49298322	49314320	Y	N	N	11	1179	54.59
GYS1	ENSG00000104812	19	49471382	49496567	Y	N	N	16	2214	52.54
TEAD2	ENSG00000074219	19	49843857	49865714	Y	N	N	11	1353	53.58
SLC17A7	ENSG00000104888	19	49932656	49945617	Y	N	Y	12	1683	57.71
PRMT1	ENSG00000126457	19	50179043	50192286	Y	N	N	11	1116	58.23
FUZ	ENSG00000010361	19	50310126	50320633	Y	N	N	12	1354	52.29
NUP62	ENSG00000213024	19	50410086	50432786	Y	N	N	2	1569	54.23
POLD1	ENSG00000062822	19	50887593	50921270	Y	N	N	27	3324	54.99
PPP2R1A	ENSG00000105568	19	52693274	52730687	Y	N	N	15	1770	48.26
PRPF31	ENSG00000105618	19	54618837	54635140	Y	N	N	14	1500	57.06
CNOT3	ENSG00000088038	19	54641444	54659419	Y	N	N	18	2262	57.87
TTYH1	ENSG00000167614	19	54926373	54948080	Y	N	Y	13	1383	58.86
TNNI3	ENSG00000129991	19	55663138	55669100	Y	N	N	8	633	57.82
SYT5	ENSG00000129990	19	55684464	55691720	Y	N	Y	9	1161	58.47
ZNF274	ENSG00000171606	19	58694396	58724927	Y	N	N	9	1959	47.52
TRIM28	ENSG00000130726	19	59055836	59062082	Y	N	N	17	2508	58.72
CSNK2A1	ENSG00000101266	20	459116	524482	Y	N	N	13	1176	40.89
TCF15	ENSG00000125878	20	584441	591042	Y	N	N	2	600	56.76
FKBP1A	ENSG00000088832	20	1349622	1373806	Y	N	N	4	327	45.46
AVP	ENSG00000101200	20	3063202	3065370	Y	N	Y	3	495	67.96
ITPA	ENSG00000125877	20	3189514	3204516	Y	N	N	8	585	50.89
SLC23A2	ENSG00000089057	20	4833002	4990939	Y	N	Y	17	1953	44.93
PCNA	ENSG00000132646	20	5095599	5107272	Y	N	N	7	786	42.54
CDS2	ENSG00000101290	20	5107432	5178533	Y	N	Y	13	1338	44.84
PROKR2	ENSG00000101292	20	5282317	5297378	Y	N	N	2	1155	46.57
FERMT1	ENSG00000101311	20	6055492	6104191	Y	N	N	15	2034	42.72
BMP2	ENSG00000125845	20	6748311	6760910	Y	N	N	3	1191	43.79
PLCB1	ENSG00000182621	20	8112824	8949003	Y	N	Y	32	3651	38.28
PLCB4	ENSG00000101333	20	9049410	9461889	Y	N	Y	36	3585	39.14
SNAP25	ENSG00000132639	20	10199478	10288066	Y	N	Y	8	621	40.89
MKKS	ENSG00000125863	20	10385832	10414870	Y	N	N	6	1713	38.6
JAG1	ENSG00000101384	20	10618332	10654608	Y	N	N	26	3657	47.42
TASP1	ENSG00000089123	20	13246709	13619587	Y	N	N	14	1263	38.76
FLRT3	ENSG00000125848	20	14303634	14318262	Y	N	N	3	1950	35.11
KIF16B	ENSG00000089177	20	16252749	16554078	Y	N	N	23	4179	40.7
OVOL2	ENSG00000125850	20	17937623	18039832	Y	N	N	4	828	46.79
CSRP2BP	ENSG00000149474	20	18118499	18169031	Y	N	N	10	2349	42.4
INSM1	ENSG00000173404	20	20348765	20351590	Y	N	Y	1	1533	63.2
NKX2-2	ENSG00000125820	20	21491648	21494664	Y	N	Y	2	822	58.17
FOXA2	ENSG00000125798	20	22561643	22566093	Y	N	N	2	1392	62.01
THBD	ENSG00000178726	20	23026270	23030378	Y	N	N	1	1728	54.83
GINS1	ENSG00000101003	20	25388363	25433264	Y	N	N	7	591	41.38
BCL2L1	ENSG00000171552	20	30252255	30311792	Y	N	N	3	702	48.2
PLAGL2	ENSG00000126003	20	30780306	30795594	Y	N	N	3	1491	48.56
POFUT1	ENSG00000101346	20	30795683	30826470	Y	N	N	7	1167	47.65
KIF3B	ENSG00000101350	20	30865467	30922814	Y	N	Y	9	2244	43.82
DNMT3B	ENSG00000088305	20	31350191	31397162	Y	N	N	23	2562	49.4
CBFA2T2	ENSG00000078699	20	32077881	32237842	Y	N	N	11	1845	42.36
CHMP4B	ENSG00000101421	20	32399110	32442172	Y	N	N	5	675	46.43
EIF2S2	ENSG00000125977	20	32676104	32700138	Y	N	N	9	1002	42.27
ASIP	ENSG00000101440	20	32782375	32857150	Y	N	N	3	399	44.06
NCOA6	ENSG00000198646	20	33302578	33413452	Y	N	Y	15	6192	41.72
GSS	ENSG00000100983	20	33516236	33543620	Y	N	N	13	1425	46.29
PROCR	ENSG00000101000	20	33758727	33765165	Y	N	N	4	717	51.53
EIF6	ENSG00000242372	20	33866714	33872788	Y	N	N	6	738	52.05
RBM39	ENSG00000131051	20	34291531	34330234	Y	N	N	17	1593	40.14
NDRG3	ENSG00000101079	20	35280169	35374481	Y	N	Y	17	1167	44.49
RBL1	ENSG00000080839	20	35624752	35724398	Y	N	N	22	3207	43.07
SRC	ENSG00000197122	20	35973088	36034453	Y	N	N	13	1629	54.1
SLC32A1	ENSG00000101438	20	37353105	37358015	Y	N	N	2	1578	60.86
MAFB	ENSG00000204103	20	39314488	39317880	Y	N	N	2	972	56.44
TOP1	ENSG00000198900	20	39657458	39753127	Y	N	N	21	2298	39.86
PLCG1	ENSG00000124181	20	39765600	39804361	Y	N	N	32	3876	53.48
IFT52	ENSG00000101052	20	42219571	42275936	Y	N	N	14	1314	44.51
MYBL2	ENSG00000101057	20	42295754	42345136	Y	N	N	14	2103	49.83
JPH2	ENSG00000149596	20	42740335	42816218	Y	N	N	6	2091	48.01
HNF4A	ENSG00000101076	20	42984340	43060030	Y	N	N	10	1425	48.2
ADA	ENSG00000196839	20	43248163	43280874	Y	N	N	12	1092	53.46
ZNF335	ENSG00000198026	20	44577292	44600833	Y	N	N	28	4029	53.47
SLC12A5	ENSG00000124140	20	44650329	44688789	Y	N	Y	26	3420	53.29
NCOA3	ENSG00000124151	20	46130601	46285621	Y	N	N	23	4275	41.16
SULF2	ENSG00000196562	20	46285092	46415360	Y	N	N	21	2613	50.48
ARFGEF2	ENSG00000124198	20	47538427	47653230	Y	N	N	39	5358	43.19
CSE1L	ENSG00000124207	20	47662849	47713489	Y	N	N	25	2916	41.29
B4GALT5	ENSG00000158470	20	48249482	48330415	Y	N	N	9	1167	42.32
SNAI1	ENSG00000124216	20	48599536	48605423	Y	N	N	3	795	55.16
CEBPB	ENSG00000172216	20	48807376	48809212	Y	N	N	1	1038	66.25
ADNP	ENSG00000101126	20	49505585	49547958	Y	N	N	3	3309	41.67
SALL4	ENSG00000101115	20	50400581	50419059	Y	N	N	4	3162	48.61
TSHZ2	ENSG00000182463	20	51588946	52107617	Y	N	N	3	3105	42.06
CYP24A1	ENSG00000019186	20	52769988	52790512	Y	N	N	12	1545	43.36
AURKA	ENSG00000087586	20	54944445	54967393	Y	N	N	10	1212	42.93
TFAP2C	ENSG00000087510	20	55204358	55214339	Y	N	N	7	1353	48.97
BMP7	ENSG00000101144	20	55743804	55841685	Y	N	N	7	1296	49.98
RAE1	ENSG00000101146	20	55926066	55954267	Y	N	N	11	1314	44.61
PCK1	ENSG00000124253	20	56136136	56141513	Y	N	N	10	1869	48.2
GNAS	ENSG00000087460	20	57414773	57486247	Y	N	Y	13	3114	47.09
EDN3	ENSG00000124205	20	57875482	57901047	Y	N	N	5	717	49.22
TAF4	ENSG00000130699	20	60528525	60640866	Y	N	N	15	3258	52.35
ADRM1	ENSG00000130706	20	60877149	60883918	Y	N	N	10	1224	64.09
LAMA5	ENSG00000130702	20	60883011	60942368	Y	N	N	80	11088	61.89
CHRNA4	ENSG00000101204	20	61975420	62009753	Y	N	N	6	1884	63.48
KCNQ2	ENSG00000075043	20	62037542	62103993	Y	N	N	17	2643	62.2
RTEL1	ENSG00000026036	20	62290653	62330037	Y	N	N	37	4203	59.83
ARFRP1	ENSG00000101246	20	62329996	62339355	Y	N	Y	8	606	62.38
SOX18	ENSG00000203883	20	62679076	62680994	Y	N	N	2	1155	72.17
MYT1	ENSG00000196132	20	62783144	62873604	Y	N	Y	23	3447	54.58
LIPI	ENSG00000188992	21	15481134	15583166	Y	N	N	10	1446	35.86
CXADR	ENSG00000154639	21	18884700	18965897	Y	N	Y	7	1098	40.2
GABPA	ENSG00000154727	21	27106881	27144771	Y	N	N	10	1365	36.67
ADAMTS1	ENSG00000154734	21	28208606	28217728	Y	N	N	9	2904	45.81
N6AMT1	ENSG00000156239	21	30244513	30257693	Y	N	N	6	645	38.55
LTN1	ENSG00000198862	21	30300466	30365277	Y	N	N	30	5439	36.74
USP16	ENSG00000156256	21	30396950	30426809	Y	N	N	18	2472	38.76
SYNJ1	ENSG00000159082	21	33997269	34100359	Y	N	Y	32	4839	38.23
OLIG2	ENSG00000205927	21	34398153	34401504	Y	N	Y	1	972	59.22
ITSN1	ENSG00000205726	21	35014706	35272165	Y	N	N	40	5166	42.47
SLC5A3	ENSG00000198743	21	35445870	35478559	Y	N	Y	2	2157	39.03
RUNX1	ENSG00000159216	21	36160098	37357047	Y	N	N	9	1443	41.49
MORC3	ENSG00000159256	21	37692487	37758446	Y	N	N	17	2820	42.3
SIM2	ENSG00000159263	21	38071433	38131815	Y	N	N	11	2004	49.96
DSCR6	ENSG00000183145	21	38378450	38391959	Y	N	N	4	573	48.79
DYRK1A	ENSG00000157540	21	38739236	38887680	Y	N	N	11	2292	38.58
KCNJ6	ENSG00000157542	21	38996789	39288749	Y	N	N	4	1272	43.87
ERG	ENSG00000157554	21	39751949	40033704	Y	N	N	12	1461	41.91
ETS2	ENSG00000157557	21	40177231	40196879	Y	N	N	10	1410	46.04
PSMG1	ENSG00000183527	21	40546695	40555777	Y	N	N	7	867	41.55
HMGN1	ENSG00000205581	21	40714241	40721573	Y	N	N	3	507	42.26
DSCAM	ENSG00000171587	21	41382926	42219065	Y	N	N	33	6039	40.93
RIPK4	ENSG00000183421	21	43159529	43187266	Y	N	N	9	2499	53.49
PKNOX1	ENSG00000160199	21	44394620	44454172	Y	N	N	11	1311	46.95
CBS	ENSG00000160200	21	44473301	44497053	Y	N	N	18	1698	59.18
DNMT3L	ENSG00000142182	21	45666222	45682099	Y	N	N	12	1164	57
ITGB2	ENSG00000160255	21	46305868	46351904	Y	N	N	16	2310	57.45
ADARB1	ENSG00000197381	21	46493768	46646478	Y	N	N	13	2226	45.43
POFUT2	ENSG00000186866	21	46683843	46707813	Y	N	N	9	1290	52.95
SLC19A1	ENSG00000173638	21	46913486	46964325	Y	N	N	6	1776	59.34
MCM3AP	ENSG00000160294	21	47655047	47706211	Y	N	N	28	5943	47.4
CECR2	ENSG00000099954	22	17840837	18033845	Y	N	N	18	4332	43.82
HIRA	ENSG00000100084	22	19318221	19435224	Y	N	N	25	3054	46.18
CDC45	ENSG00000093009	22	19466982	19508135	Y	N	N	20	1797	48.03
CLDN5	ENSG00000184113	22	19510547	19515068	Y	N	N	2	912	63.73
TBX1	ENSG00000184058	22	19744226	19771116	Y	N	N	9	1488	57.77
TXNRD2	ENSG00000184470	22	19863040	19929341	Y	N	N	18	1575	54.09
DGCR8	ENSG00000128191	22	20067755	20099400	Y	N	N	14	2322	52.21
SERPIND1	ENSG00000099937	22	21128167	21142008	Y	N	N	5	1500	46.49
CRKL	ENSG00000099942	22	21271714	21308037	Y	N	N	4	912	45.76
UBE2L3	ENSG00000185651	22	21903736	21978323	Y	N	Y	4	639	49.73
MAPK1	ENSG00000100030	22	22108789	22221970	Y	N	Y	9	1083	43.8
PPM1F	ENSG00000100034	22	22273793	22307209	Y	N	N	8	1365	55.32
SMARCB1	ENSG00000099956	22	24129150	24176703	Y	N	N	9	1185	50.77
CABIN1	ENSG00000099991	22	24407642	24574596	Y	N	N	37	6663	50.18
MYO18B	ENSG00000133454	22	26138111	26427007	Y	N	N	44	7707	45.93
MN1	ENSG00000169184	22	28144265	28197486	Y	N	Y	2	3963	52.09
PITPNB	ENSG00000180957	22	28202413	28316122	Y	N	N	12	822	43.44
XBP1	ENSG00000100219	22	29190543	29196585	Y	N	N	6	1131	44.93
EWSR1	ENSG00000182944	22	29663998	29696515	Y	N	N	18	1986	44.02
THOC5	ENSG00000100296	22	29901868	29951205	Y	N	N	21	2052	47.17
NF2	ENSG00000186575	22	29999545	30094587	Y	N	N	16	1788	45.79
LIF	ENSG00000128342	22	30636436	30642840	Y	N	N	3	609	58.74
SF3A1	ENSG00000099995	22	30727979	30752936	Y	N	N	16	2382	49.04
PES1	ENSG00000100029	22	30972615	31003070	Y	N	N	15	1767	50.48
SMTN	ENSG00000183963	22	31460091	31500610	Y	N	Y	21	2823	54.76
PLA2G3	ENSG00000100078	22	31530795	31536593	Y	N	N	7	1530	57.1
PATZ1	ENSG00000100105	22	31721790	31742218	Y	N	N	5	2064	52.8
PISD	ENSG00000241878	22	32014477	32058418	Y	N	N	8	1230	51.17
LARGE	ENSG00000133424	22	33561991	34318829	Y	N	N	15	2271	44
HMOX1	ENSG00000100292	22	35776354	35790207	Y	N	N	5	867	51.11
MB	ENSG00000198125	22	36002811	36033998	Y	N	N	4	465	50.32
MYH9	ENSG00000100345	22	36677327	36784063	Y	N	N	41	5883	52.37
TXN2	ENSG00000100348	22	36863083	36878077	Y	N	N	4	501	51.41
NCF4	ENSG00000100365	22	37257030	37274057	Y	N	N	9	1047	53.4
TMPRSS6	ENSG00000187045	22	37461476	37505603	Y	N	N	19	2475	55.23
CARD10	ENSG00000100065	22	37886400	37915549	Y	N	N	20	3099	57.07
TRIOBP	ENSG00000100106	22	38093011	38172563	Y	N	N	24	7098	54.35
SOX10	ENSG00000100146	22	38366693	38383429	Y	N	Y	4	1401	57.55
